,ID,Sexe,Motorisé,PropriétaireImmobilier,NombreEnfants,RevenuAnnuel,SecteurActivité,NiveauEducation,EtatCivil,TypeLogement,CategorieEmploi,MembreFamille,Age,Experience,Approuvée,target
21278,5113196,F,N,N,1,81000,State servant,Higher education,Married,With parents,Accountants,3,32,6,No,0
21280,5090278,F,N,Y,1,193500,State servant,Higher education,Civil marriage,House / apartment,Accountants,3,35,2,No,0
21284,5090286,M,N,N,1,292500,State servant,Secondary / secondary special,Married,Office apartment,Accountants,3,44,13,No,0
21285,5090287,M,Y,N,2,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,45,11,No,0
21286,5090288,M,Y,N,2,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,45,11,No,0
21288,5090291,F,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,2,No,0
21289,5090292,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,2,No,0
21290,5090293,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,2,No,0
21294,5090300,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,29,2,No,0
21295,5090301,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,29,2,No,0
21296,5090302,F,N,Y,0,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,13,No,0
21298,5090308,F,N,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,49,4,No,0
21299,5090309,F,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,64,3,No,0
21303,5090313,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,7,No,0
21305,5090316,F,N,Y,0,427500,Working,Higher education,Married,House / apartment,Accountants,2,54,9,No,0
21306,5090317,F,Y,N,0,675000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,19,No,0
21307,5090318,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,63,14,No,0
21309,5090320,F,N,Y,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,30,5,No,0
21310,5090321,F,N,Y,1,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,2,52,2,No,0
21311,5090324,M,Y,Y,2,135000,Working,Higher education,Married,House / apartment,Accountants,4,36,16,No,0
21318,5090335,F,Y,Y,0,144000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,35,10,No,0
21321,5090338,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,Accountants,2,27,4,No,0
21322,5090340,F,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,14,No,0
21323,5090341,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
21324,5090342,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,Accountants,2,48,15,No,0
21327,5090345,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,2,No,0
21328,5090346,F,Y,Y,0,72000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,27,No,0
21329,5090347,F,N,N,0,67500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,53,6,No,0
21330,5090348,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,37,5,No,0
21331,5114642,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,37,5,No,0
21332,5114643,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,37,5,No,0
21333,5114644,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,37,5,No,0
21334,5114645,F,Y,N,0,247500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,37,5,No,0
21335,5090350,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,16,No,0
21336,5090351,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,16,No,0
21338,5090353,F,N,Y,0,225000,Working,Higher education,Married,House / apartment,Accountants,2,32,2,No,0
21341,5090356,F,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,32,3,No,0
21343,5090361,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,26,1,No,0
21345,5090363,F,N,Y,0,67500,Working,Higher education,Married,House / apartment,Accountants,2,33,3,No,0
21347,5090365,F,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,Accountants,2,41,5,No,0
21348,5090366,F,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,32,1,No,0
21349,5090368,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,36,14,No,0
21350,5090369,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,36,14,No,0
21351,5090370,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,18,No,0
21352,5090371,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,18,No,0
21353,5090373,F,Y,Y,2,270000,State servant,Higher education,Married,House / apartment,Accountants,4,48,2,No,0
21354,5090374,F,Y,Y,2,270000,State servant,Higher education,Married,House / apartment,Accountants,4,48,2,No,0
21355,5090375,F,N,N,2,112500,State servant,Higher education,Married,House / apartment,Accountants,4,31,7,No,0
21360,5090383,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,42,3,No,0
21361,5090386,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,59,37,No,0
21362,5090388,F,N,Y,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,7,No,0
21363,5090389,F,N,Y,2,175500,Commercial associate,Higher education,Married,House / apartment,Accountants,4,46,3,No,0
21364,5090390,M,Y,Y,0,180000,Working,Higher education,Civil marriage,House / apartment,Accountants,2,32,8,No,0
21366,5090392,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,15,No,0
21367,5090396,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Accountants,2,37,10,No,0
21368,5113125,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Accountants,2,37,10,No,0
21369,5113126,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Accountants,2,37,10,No,0
21373,5090400,F,N,N,0,36000,Working,Secondary / secondary special,Married,With parents,Accountants,2,39,1,Yes,1
21374,5090403,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,31,3,No,0
21375,5090404,F,Y,N,0,382500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,41,2,No,0
21376,5090405,F,Y,N,0,382500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,41,2,No,0
21377,5090407,F,Y,N,1,315000,Working,Higher education,Married,House / apartment,Accountants,3,39,2,No,0
21378,5090408,F,N,N,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,4,No,0
21379,5090413,F,N,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,28,6,No,0
21384,5090419,F,N,N,0,180000,Working,Higher education,Married,House / apartment,Accountants,2,42,6,No,0
21387,5090424,F,N,Y,0,189000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,47,17,No,0
21388,5090426,F,N,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,32,0,No,0
21389,5090427,F,N,Y,0,252000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,3,No,0
21390,5090428,F,Y,N,3,450000,Commercial associate,Higher education,Married,Municipal apartment,Accountants,5,37,4,No,0
21391,5090430,F,N,Y,0,382500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,46,8,No,0
21392,5090432,F,N,N,0,148500,Working,Secondary / secondary special,Widow,Municipal apartment,Accountants,1,64,7,No,0
21393,5090434,M,Y,Y,0,427500,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,54,3,No,0
21396,5090437,F,N,N,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,2,59,16,No,0
21397,5090438,M,Y,N,3,337500,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,29,2,No,0
21399,5090442,M,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,8,No,0
21400,5090444,M,Y,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,1,No,0
21401,5090445,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,42,1,No,0
21402,5090447,M,N,Y,0,427500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,43,11,No,0
21403,5090449,M,N,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,36,2,No,0
21404,5090450,F,N,N,0,171000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,8,No,0
21405,5090452,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,49,3,No,0
21407,5090454,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,8,No,0
21408,5090457,M,N,N,3,315000,Working,Higher education,Married,House / apartment,Accountants,5,41,8,No,0
21409,5090458,M,Y,N,2,121500,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,43,2,No,0
21411,5090461,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,15,No,0
21412,5090462,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,15,No,0
21413,5090464,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,45,15,No,0
21414,5090466,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Separated,With parents,Accountants,3,34,1,No,0
21415,5113182,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Separated,With parents,Accountants,3,34,1,No,0
21416,5090468,M,N,N,0,180000,State servant,Higher education,Married,Municipal apartment,Accountants,2,55,2,No,0
21417,5113197,M,N,N,0,180000,State servant,Higher education,Married,Municipal apartment,Accountants,2,55,2,No,0
21418,5090470,M,N,Y,1,900000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,42,12,No,0
21420,5090473,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,33,9,No,0
21421,5090474,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,Accountants,2,59,28,No,0
21422,5090475,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,36,10,No,0
21423,5090476,M,Y,N,0,81000,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,28,0,No,0
21424,5090477,M,Y,N,0,81000,State servant,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,28,0,No,0
21425,5090478,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,57,11,No,0
21426,5090479,F,N,Y,0,94500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,7,No,0
21427,5090480,F,N,Y,0,94500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,7,No,0
21429,5090485,F,Y,N,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,31,3,No,0
21430,5090486,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,5,No,0
21431,5090488,F,Y,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,13,No,0
21432,5090489,F,Y,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,13,No,0
21433,5090491,F,N,Y,0,337500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,31,3,No,0
21434,5090492,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,32,3,No,0
21439,5090501,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,7,No,0
21441,5090506,M,N,Y,0,315000,State servant,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,33,6,No,0
21442,5090507,F,Y,Y,0,99000,Working,Higher education,Married,House / apartment,Accountants,2,44,22,No,0
21443,5090509,M,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,0,No,0
21444,5090510,M,N,Y,0,207000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,2,No,0
21445,5090511,M,N,Y,0,207000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,2,No,0
21446,5090513,M,N,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,26,3,No,0
21447,5090516,F,Y,Y,0,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,4,No,0
21449,5090519,F,N,Y,1,144000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,34,10,No,0
21450,5090520,F,N,Y,1,144000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,34,10,No,0
21451,5090522,M,N,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,54,11,No,0
21452,5090523,M,N,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,54,11,No,0
21454,5090527,F,N,Y,0,90000,Working,Higher education,Married,House / apartment,Accountants,2,43,7,No,0
21455,5090528,F,N,Y,0,180000,State servant,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,37,8,No,0
21456,5090529,F,Y,Y,0,288000,Working,Higher education,Married,House / apartment,Accountants,2,39,8,No,0
21457,5090530,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,37,11,No,0
21459,5090532,M,Y,Y,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,39,1,No,0
21460,5090533,F,N,Y,0,171000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,1,No,0
21461,5090534,F,N,Y,3,202500,Working,Incomplete higher,Married,Co-op apartment,Accountants,5,43,23,No,0
21462,5090535,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,40,3,No,0
21463,5090536,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,58,9,No,0
21464,5113431,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,58,9,No,0
21465,5090538,F,Y,Y,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,56,3,No,0
21466,5090540,M,N,Y,0,103500,Working,Secondary / secondary special,Single / not married,Office apartment,Accountants,1,31,3,No,0
21467,5090541,M,Y,Y,0,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,57,3,No,0
21469,5090543,M,N,N,0,85500,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,3,No,0
21470,5090544,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,62,5,No,0
21471,5090545,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,62,5,No,0
21472,5090546,F,N,Y,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,47,4,No,0
21473,5090548,F,N,Y,0,405000,State servant,Higher education,Married,House / apartment,Accountants,2,41,12,No,0
21475,5090550,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,28,1,No,0
21477,5090557,F,N,Y,0,180000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,63,4,No,0
21478,5090558,F,Y,N,0,270000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,32,6,No,0
21479,5090561,F,N,N,1,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,35,6,No,0
21482,5090565,F,N,Y,3,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,40,2,No,0
21484,5090567,M,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,0,No,0
21485,5090568,M,Y,N,0,450000,Working,Higher education,Married,House / apartment,Accountants,2,31,10,No,0
21486,5090569,M,Y,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,57,20,No,0
21488,5090572,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,33,3,No,0
21490,5090574,F,N,Y,2,121500,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,26,8,No,0
21491,5090576,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,50,11,No,0
21492,5090578,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,43,5,No,0
21493,5090580,F,Y,Y,1,225000,Working,Incomplete higher,Single / not married,With parents,Accountants,2,28,6,No,0
21494,5090581,M,N,N,1,202500,State servant,Higher education,Married,House / apartment,Accountants,3,43,1,No,0
21495,5090582,M,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,43,10,No,0
21496,5090592,M,Y,Y,0,301500,Commercial associate,Higher education,Married,House / apartment,Accountants,2,43,1,No,0
21497,5090593,M,N,Y,0,247500,Working,Lower secondary,Civil marriage,House / apartment,Accountants,2,41,0,No,0
21498,5090594,M,Y,Y,3,270000,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,34,11,No,0
21499,5090595,M,N,Y,0,54000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,54,5,No,0
21500,5090596,M,Y,N,0,189000,Working,Secondary / secondary special,Civil marriage,With parents,Accountants,2,34,1,No,0
21501,5090597,M,Y,N,0,189000,Working,Secondary / secondary special,Civil marriage,With parents,Accountants,2,34,1,No,0
21502,5090598,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Accountants,2,46,1,No,0
21503,5090599,F,N,Y,0,112500,State servant,Higher education,Married,House / apartment,Accountants,2,46,1,No,0
21504,5090600,M,Y,Y,2,202500,Working,Higher education,Married,House / apartment,Accountants,4,42,19,No,0
21505,5090603,M,Y,Y,2,202500,Working,Higher education,Married,House / apartment,Accountants,4,42,19,No,0
21506,5090604,M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,23,No,0
21509,5090608,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,Accountants,2,39,1,No,0
21510,5090609,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,55,9,No,0
21512,5090612,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,Accountants,2,37,7,No,0
21513,5090613,M,Y,Y,2,315000,Working,Higher education,Married,House / apartment,Accountants,4,34,9,No,0
21514,5090614,M,Y,Y,0,382500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,31,6,No,0
21517,5090621,F,N,Y,0,360000,Working,Higher education,Married,House / apartment,Accountants,2,58,20,No,0
21518,5090622,F,N,Y,0,360000,Working,Higher education,Married,House / apartment,Accountants,2,58,20,No,0
21519,5090627,F,N,Y,0,234000,Working,Higher education,Married,House / apartment,Accountants,2,35,15,No,0
21523,5090632,F,Y,Y,0,292500,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,33,5,No,0
21525,5090635,F,N,Y,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,36,0,No,0
21526,5090636,F,Y,Y,0,117000,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,52,4,No,0
21527,5090639,M,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,57,7,No,0
21528,5090641,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,0,No,0
21530,5090643,M,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,4,No,0
21531,5090644,F,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,57,24,No,0
21533,5090648,F,Y,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,41,14,No,0
21534,5090649,F,Y,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,41,14,No,0
21536,5090651,F,N,Y,1,315000,Working,Higher education,Civil marriage,House / apartment,Accountants,3,29,3,No,0
21538,5090653,M,Y,Y,0,162000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,28,3,No,0
21540,5090668,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,Accountants,2,41,7,No,0
21543,5090682,M,N,N,2,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,24,5,No,0
21545,5090685,F,Y,N,0,360000,Working,Higher education,Married,House / apartment,Accountants,2,34,11,No,0
21546,5090687,M,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,40,9,No,0
21547,5090698,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,3,No,0
21549,5090702,F,Y,Y,1,202500,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,37,6,No,0
21550,5090703,F,N,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,37,1,No,0
21553,5090707,F,Y,Y,0,270000,Working,Higher education,Single / not married,House / apartment,Accountants,1,33,0,No,0
21554,5090708,F,Y,Y,0,270000,Working,Higher education,Single / not married,House / apartment,Accountants,1,33,0,No,0
21555,5090724,M,Y,Y,0,180000,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,22,2,No,0
21558,5090730,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,35,0,No,0
21559,5090731,M,Y,Y,1,171000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,34,6,No,0
21560,5090732,M,Y,Y,1,171000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,34,6,No,0
21561,5090733,F,N,Y,0,171000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,46,22,No,0
21562,5090734,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Married,With parents,Accountants,2,41,1,No,0
21563,5090735,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,37,7,No,0
21564,5090736,F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,Accountants,1,53,13,No,0
21565,5090737,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,10,Yes,1
21566,5090738,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,51,10,No,0
21567,5090739,F,Y,Y,2,337500,Commercial associate,Higher education,Married,House / apartment,Accountants,4,37,0,No,0
21569,5090741,F,N,Y,1,135000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,30,9,No,0
21570,5090755,M,N,N,0,148500,Working,Higher education,Married,House / apartment,Accountants,2,42,9,No,0
21573,5090759,F,N,Y,0,81000,State servant,Secondary / secondary special,Widow,House / apartment,Accountants,1,60,21,No,0
21575,5090761,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,12,No,0
21576,5090763,F,N,Y,0,54000,Working,Higher education,Married,House / apartment,Accountants,2,42,0,No,0
21577,5090764,F,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,33,13,No,0
21578,5090765,F,N,Y,2,292500,Working,Higher education,Married,House / apartment,Accountants,4,34,12,No,0
21579,5090766,F,N,Y,2,164250,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,38,8,No,0
21580,5090767,F,N,N,1,108000,Working,Secondary / secondary special,Widow,House / apartment,Accountants,2,34,9,No,0
21581,5090768,F,N,N,1,108000,Working,Secondary / secondary special,Widow,House / apartment,Accountants,2,34,9,No,0
21582,5090774,M,Y,Y,2,225000,Working,Secondary / secondary special,Widow,Municipal apartment,Accountants,3,41,6,No,0
21584,5090777,F,Y,Y,2,1125000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,39,7,No,0
21585,5090778,F,N,Y,0,202500,Working,Higher education,Single / not married,House / apartment,Accountants,1,45,3,No,0
21587,5090788,F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,29,3,No,0
21588,5090790,F,Y,Y,0,238500,Working,Higher education,Married,House / apartment,Accountants,2,41,19,No,0
21589,5090791,F,Y,Y,0,238500,Working,Higher education,Married,House / apartment,Accountants,2,41,19,No,0
21590,5090793,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,Accountants,2,38,9,No,0
21591,5090794,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,Accountants,2,38,9,No,0
21597,5090811,F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,51,8,No,0
21598,5090812,M,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,4,No,0
21599,5090814,M,N,Y,1,126000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,4,No,0
21600,5090816,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,33,11,No,0
21601,5090826,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,3,No,0
21602,5090827,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,3,No,0
21604,5090829,F,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,54,8,No,0
21605,5090830,F,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,54,8,No,0
21606,5090831,F,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,54,8,No,0
21607,5090832,F,N,Y,1,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,37,3,No,0
21608,5090835,F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,42,0,No,0
21611,5090838,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,0,No,0
21612,5090839,M,Y,Y,2,180000,Working,Higher education,Civil marriage,House / apartment,Accountants,4,40,4,No,0
21613,5090840,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,15,No,0
21614,5090842,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,15,No,0
21615,5090843,F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,15,No,0
21617,5090846,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,29,2,No,0
21618,5090856,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,4,No,0
21619,5090857,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,46,3,No,0
21620,5090858,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,46,3,No,0
21621,5090859,M,Y,Y,0,135000,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,46,4,No,0
21623,5090861,F,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,54,5,No,0
21624,5090865,M,N,N,0,405000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,38,5,No,0
21625,5090866,F,N,Y,1,202500,Commercial associate,Higher education,Married,House / apartment,Accountants,3,48,10,No,0
21626,5090869,M,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,57,3,No,0
21627,5090871,F,N,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,3,No,0
